Requestbody,Encrypted_data
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""176"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3PN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve31erQXbkXg5i5/TrBdt38m
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""150"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3HL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19ArhgyTesSAiYQjzFjgpr
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""168"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3LD15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1B0CW7DysqCUZEMFKRNulw
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""136"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3fN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2TAiVLxVxTbvrMg/6+4GyJ
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""296"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZH3N15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1fo7YjjFbL5EznCw13qP54
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""202"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHTJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3JNMhcrAjZpFh40Q5HMEre
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""293"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZH3I15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0oxdCWh9cUOyYGlDNq83yv
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""267"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHLM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0KFncbWRxsN4xzZdnIl1Jx
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""217"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHXM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve02TIq+jU9qmQe1vWPivgzi
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""180"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1flS/SHtsUM0Bg5rxYovpx
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""289"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHzC15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1OFzmruhLHZ8bpWRzokb3q
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""275"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPO15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0KNG8E3Y+MDH01z2zXMz0T
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""157"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3HM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2CWOKdbOP/TqYThOR/pCM1
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""181"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve36izH2SfHSX6JVyk8LGi+1
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""192"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ33J15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1ftzfNmkj0CLEmTAlHBpUT
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""100"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3TL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2TZA1rSOhzIukHfCGeDN0v
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""196"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ33N15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2Nz09cxuPtuzny/8QJ5cIA
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""211"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHXK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1sCM5nf7H/80sLV0gLLPB4
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""282"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHzJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0Fxerl+ju+tfEfS5OBnm2A
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""114"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3XP15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3JAlGtPoUGc1T/PL9oOk7X
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""255"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHHO15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3YCCeqiANVyBdsKcummLTE
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""171"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3PK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0KIO7qy5Gz4ID0iGjnnVZ4
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""205"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHTO15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve02bpKhCdyKovbzF9b9GmOA
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""251"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHHK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0KcF871KhMe5+4mgboe+PX
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""272"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve31bjX5eFvfCtO+CbRtGRRN
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""184"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zP15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2N7VdDQnANgMi0VXEWQa1i
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""202"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHTJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3JNMhcrAjZpFh40Q5HMEre
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""116"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3XN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1BPm3lkNCKqpCVZVnPS+Ve
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""254"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHHP15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19FjmO3ymTpPVZBTj1IGEA
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""207"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHTM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2+Uq7pp4kGezKZTjBaa8gJ
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""252"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHHJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0nUn1XLdcGzrnn7xMcsp2a
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""114"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3XP15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3JAlGtPoUGc1T/PL9oOk7X
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""266"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHLN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2vCGk/DjaqW25GSSqbL4e1
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""219"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHXC15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0K+D9FxufMlFqiMNKW6l5f
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""242"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHDJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2vTFkABxFqLIzLHECkZ1lx
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""278"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPD15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0boviTb1hgtAZ9N8hXrhHj
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""258"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHHD15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3JnrA9OtS5cGwk0W8mBZg0
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""236"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHfN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1Bbtw0j+l1MY/ZdzfArVDx
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""276"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0nFk1oJPDGuVtqunkj+kNe
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""300"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZXTL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2xLKM+xDG3SLDh21A1hQqA
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""268"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHLD15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2TvNzERZ4MVjNRxJvve9UI
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""118"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3XD15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19itge23gsp82C6Oi7H7fj
